,article_doi,Publication Year
ATC000458,doi:10.1016/j.scitotenv.2023.161450,2023
ATC000459,doi:10.1016/j.aca.2023.342111,2024
ATC000460,doi:10.1016/j.foodhyd.2022.107955,2022
ATC000461,doi:10.1016/j.envpol.2015.10.040,2016
ATC000462,doi:10.1016/j.lwt.2023.115261,2023
ATC000463,doi:10.1016/j.materresbull.2011.05.008,2011
ATC000464,doi:10.1016/j.matlet.2013.04.021,2013
ATC000465,doi:10.1016/j.matlet.2022.132478,2022
ATC000466,doi:10.1016/j.jmbbm.2016.08.029,2017
ATC000467,doi:10.1016/j.foodhyd.2022.107917,2022
ATC000468,doi:10.1016/j.ijbiomac.2016.05.056,2016
ATC000469,doi:10.1016/j.micpath.2024.106658,2024
ATC000470,doi:10.1016/j.ijbiomac.2020.02.291,2020
ATC000471,doi:10.1016/j.cej.2023.146679,2023
ATC000472,doi:10.1016/j.foodcont.2016.03.048,2016
ATC000473,doi:10.1016/j.colsurfa.2014.02.051,2014
ATC000474,doi:10.1016/j.jtice.2024.105511,2024
ATC000475,doi:10.1016/j.coco.2017.11.006,2018
ATC000476,doi:10.1016/j.ijbiomac.2022.05.069,2022
ATC000477,doi:10.1016/j.jcis.2022.08.086,2022
ATC000478,doi:10.1016/j.snb.2020.128562,2020
ATC000479,doi:10.1016/j.snb.2021.129897,2021
ATC000480,doi:10.1016/j.msec.2016.10.064,2017
ATC000481,doi:10.1016/j.jscs.2024.101877,2024
ATC000482,doi:10.1016/j.bbrc.2005.03.144,2005
ATC000483,doi:10.1016/j.matchemphys.2018.02.002,2018
ATC000484,doi:10.1016/j.bcab.2023.102695,2023
ATC000485,doi:10.1016/j.jddst.2020.102202,2021
ATC000486,doi:10.1016/j.heliyon.2022.e09654,2022
ATC000487,doi:10.1016/j.ica.2018.02.022,2018
ATC000488,doi:10.1016/j.jwpe.2024.105545,2024
ATC000489,doi:10.1016/j.ijbiomac.2022.02.043,2022
ATC000490,doi:10.1016/j.msec.2020.111062,2020
ATC000491,doi:10.1016/j.molstruc.2023.136525,2023
ATC000492,doi:10.1016/j.bioorg.2019.103425,2020
ATC000493,doi:10.1016/j.ijbiomac.2017.11.170,2018
ATC000494,doi:10.1016/j.toxlet.2012.09.012,2012
ATC000495,doi:10.1016/j.surfin.2023.103279,2023
ATC000496,doi:10.1016/j.jtice.2021.06.010,2021
ATC000497,doi:10.1016/j.biomaterials.2013.12.007,2014
ATC000498,doi:10.1016/j.jenvman.2023.118546,2023
ATC000499,doi:10.1016/j.sjbs.2019.12.014,2020
ATC000500,doi:10.1016/j.susmat.2023.e00690,2023
ATC000501,doi:10.1016/j.indcrop.2019.03.003,2019
ATC000502,doi:10.1016/j.jorganchem.2023.122758,2023
ATC000503,doi:10.1016/j.ijbiomac.2022.04.225,2022
ATC000504,doi:10.1016/j.jphotobiol.2016.09.003,2016
ATC000505,doi:10.1016/j.fbio.2024.104323,2024
ATC000506,doi:10.1016/j.synthmet.2024.117562,2024
ATC000507,doi:10.1016/j.aquatox.2017.01.002,2017
ATC000508,doi:10.1016/j.optmat.2018.03.040,2018
ATC000509,doi:10.1016/j.aquatox.2016.07.003,2016
ATC000510,doi:10.1016/j.colsurfb.2013.03.008,2013
ATC000511,doi:10.1016/j.ijbiomac.2024.129302,2024
ATC000512,doi:10.1016/j.sciaf.2022.e01452,2023
ATC000513,doi:10.1016/j.jmrt.2021.04.055,2021
ATC000514,doi:10.1016/j.foodres.2018.05.038,2018
ATC000515,doi:10.1016/j.sjbs.2021.06.052,2021
ATC000516,doi:10.1016/j.jece.2021.105224,2021
ATC000517,doi:10.1016/S0168-3659(98)00065-0,1998
ATC000518,doi:10.1016/j.ijbiomac.2018.12.161,2019
ATC000519,doi:10.1016/j.jclepro.2022.135796,2023
ATC000520,doi:10.1016/j.cis.2015.08.003,2015
ATC000521,doi:10.1016/j.mtchem.2022.101259,2023
ATC000522,doi:10.1016/j.colsurfb.2018.05.036,2018
ATC000523,doi:10.1016/j.colsurfa.2021.127162,2021
ATC000524,doi:10.1016/j.surfcoat.2014.02.023,2014
ATC000525,doi:10.1016/j.chemosphere.2016.05.038,2016
ATC000526,doi:10.1016/j.jksus.2022.102219,2022
ATC000527,doi:10.1016/j.saa.2020.118761,2020
ATC000528,doi:10.1016/j.dyepig.2020.108253,2020
ATC000529,doi:10.1016/j.cej.2024.150147,2024
ATC000530,doi:10.1016/j.palaeo.2024.112101,2024
ATC000531,doi:10.1016/j.snb.2019.02.011,2019
ATC000532,doi:10.1016/j.optlastec.2022.108305,2022
ATC000533,doi:10.1016/j.mtchem.2024.102069,2024
ATC000534,doi:10.1016/j.matchemphys.2022.126719,2022
ATC000535,doi:10.1016/j.molliq.2016.06.080,2016
ATC000536,doi:10.1016/j.ijpharm.2021.120846,2021
ATC000537,doi:10.1016/j.seppur.2016.11.025,2017
ATC000538,doi:10.1016/j.scitotenv.2018.02.332,2018
ATC000539,doi:10.1016/j.radphyschem.2010.09.005,2011
ATC000540,doi:10.1016/j.surfcoat.2023.129609,2023
ATC000541,doi:10.1016/j.eurpolymj.2008.07.048,2008
ATC000542,doi:10.1016/j.bios.2016.07.043,2016
ATC000543,doi:10.1016/j.stress.2022.100107,2022
ATC000544,doi:10.1016/j.biomaterials.2012.10.071,2013
ATC000545,doi:10.1016/j.jim.2008.04.011,2008
ATC000546,doi:10.1016/j.jksus.2018.09.014,2020
ATC000547,doi:10.1016/j.ces.2012.08.054,2012
ATC000548,doi:10.1016/j.lfs.2018.03.010,2018
ATC000549,doi:10.1016/j.envint.2018.10.030,2018
ATC000550,doi:10.1016/j.matchemphys.2019.04.012,2019
ATC000551,doi:10.1016/j.nano.2016.01.015,2016
ATC000552,doi:10.1016/j.fsi.2024.109385,2024
ATC000553,doi:10.1016/j.watres.2020.116554,2021
ATC000554,doi:10.1016/j.jcis.2020.02.094,2020
ATC000555,doi:10.1016/j.ijleo.2022.170453,2023
ATC000556,doi:10.1016/j.jallcom.2022.166721,2022
ATC000557,doi:10.1016/j.jobe.2022.104947,2022
ATC000558,doi:10.1016/j.fct.2023.114193,2023
ATC000559,doi:10.1016/j.jphotobiol.2017.10.010,2017
ATC000560,doi:10.1016/j.jallcom.2023.173131,2024
ATC000561,doi:10.1016/j.ijbiomac.2023.127022,2023
ATC000562,doi:10.1016/j.seppur.2023.125780,2024
ATC000563,doi:10.1016/j.fbio.2022.101834,2022
ATC000564,doi:10.1016/j.chemosphere.2023.138631,2023
ATC000565,doi:10.1016/j.sajb.2024.04.002,2024
ATC000566,doi:10.1016/j.carbpol.2018.09.039,2019
ATC000567,doi:10.1016/j.jece.2022.109130,2023
ATC000568,doi:10.1016/j.polymertesting.2020.106709,2020
ATC000569,doi:10.1016/j.ijbiomac.2024.131928,2024
ATC000570,doi:10.1016/j.scitotenv.2017.08.274,2018
ATC000571,doi:10.1016/j.eti.2022.102890,2022
ATC000572,doi:10.1016/j.indcrop.2020.112639,2020
ATC000573,doi:10.1016/j.saa.2012.02.001,2012
ATC000574,doi:10.1016/j.bios.2020.112943,2021
ATC000575,doi:10.1016/j.ijbiomac.2020.03.170,2020
ATC000576,doi:10.1016/j.envint.2014.01.012,2014
ATC000577,doi:10.1016/j.jclepro.2020.124906,2021
ATC000578,doi:10.1016/j.msec.2018.08.061,2018
ATC000579,doi:10.1016/j.ijbiomac.2020.07.315,2020
ATC000580,doi:10.1016/j.jhazmat.2023.131033,2023
ATC000581,doi:10.1016/j.colsurfb.2015.05.033,2015
ATC000582,doi:10.1016/j.mtcomm.2020.101553,2020
ATC000583,doi:10.1016/j.ijbiomac.2021.12.020,2022
ATC000584,doi:10.1016/j.cbpc.2024.109838,2024
ATC000585,doi:10.1016/j.jphotobiol.2005.01.003,2005
ATC000586,doi:10.1016/j.chemosphere.2019.04.223,2019
ATC000587,doi:10.1016/j.molliq.2022.121082,2023
ATC000588,doi:10.1016/j.nano.2018.04.005,2018
ATC000589,doi:10.1016/j.ijbiomac.2023.123904,2023
ATC000590,doi:10.1016/j.ijbiomac.2022.06.020,2022
ATC000591,doi:10.1016/j.jhazmat.2018.04.065,2018
ATC000592,doi:10.1016/j.bbrc.2016.09.139,2016
ATC000593,doi:10.1016/j.crfs.2022.11.020,2023
ATC000594,doi:10.1016/j.jmmm.2014.01.024,2014
ATC000595,doi:10.1016/j.carbpol.2021.118929,2022
ATC000596,doi:10.1016/j.colsurfb.2017.12.004,2018
ATC000597,doi:10.1016/j.ecoenv.2019.04.010,2019
ATC000598,doi:10.1016/j.biomaterials.2012.06.001,2012
ATC000599,doi:10.1016/j.envpol.2016.01.020,2016
ATC000600,doi:10.1016/j.jcis.2017.08.058,2017
ATC000601,doi:10.1016/j.bbrc.2018.09.129,2018
ATC000602,doi:10.1016/j.matdes.2023.112033,2023
ATC000603,doi:10.1016/j.apsusc.2016.02.053,2016
ATC000604,doi:10.1016/j.cbpc.2023.109699,2023
ATC000605,doi:10.1016/j.chemosphere.2022.136207,2022
ATC000606,doi:10.1016/j.lwt.2022.113487,2022
ATC000607,doi:10.1016/j.cej.2021.130928,2022
ATC000608,doi:10.1016/j.carbpol.2015.09.086,2016
ATC000609,doi:10.1016/j.colcom.2021.100379,2021
ATC000610,doi:10.1016/j.carbpol.2023.121062,2023
ATC000611,doi:10.1016/j.msec.2019.110499,2020
ATC000612,doi:10.1016/j.freeradbiomed.2012.09.006,2012
ATC000613,doi:10.1016/j.rechem.2024.101471,2024
ATC000614,doi:10.1016/j.jece.2020.104374,2020
ATC000615,doi:10.1016/j.jphotobiol.2018.12.019,2019
ATC000616,doi:10.1016/j.lwt.2016.04.010,2016
ATC000617,doi:10.1016/j.compscitech.2022.109793,2023
ATC000618,doi:10.1016/j.reactfunctpolym.2024.105861,2024
ATC000619,doi:10.1016/j.msec.2021.112296,2021
ATC000620,doi:10.1016/j.mtcomm.2023.105973,2023
ATC000621,doi:10.1016/j.mseb.2022.116063,2022
ATC000622,doi:10.1016/j.carpta.2023.100373,2023
ATC000623,doi:10.1016/j.bios.2008.03.035,2008
ATC000624,doi:10.1016/j.msec.2021.112167,2021
ATC000625,doi:10.1016/j.eti.2022.102647,2022
ATC000626,doi:10.1016/j.apcatb.2013.01.066,2013
ATC000627,doi:10.1016/j.apcatb.2016.09.064,2017
ATC000628,doi:10.1016/j.jip.2023.108049,2024
ATC000629,doi:10.1016/j.apcatb.2018.08.051,2018
ATC000630,doi:10.1016/j.micpath.2018.11.045,2019
ATC000631,doi:10.1016/j.carbpol.2018.07.073,2018
ATC000632,doi:10.1016/j.sajb.2024.05.053,2024
ATC000633,doi:10.1016/j.heliyon.2020.e04953,2020
ATC000634,doi:10.1016/j.scitotenv.2023.163153,2023
ATC000635,doi:10.1016/j.snb.2017.08.187,2018
ATC000636,doi:10.1016/j.jhazmat.2023.131531,2023
ATC000637,doi:10.1016/j.jaerosci.2004.11.001,2005
ATC000638,doi:10.1016/j.jsb.2007.07.014,2007
ATC000639,doi:10.1016/j.watres.2023.120556,2023
ATC000640,doi:10.1016/j.ecoenv.2021.113088,2022
ATC000641,doi:10.1016/j.plantsci.2003.12.007,2004
ATC000642,doi:10.1016/j.envpol.2012.11.016,2013
ATC000643,doi:10.1016/j.scitotenv.2021.145370,2021
ATC000644,doi:10.1016/j.jphotochem.2017.09.042,2018
ATC000645,doi:10.1016/j.psep.2020.09.060,2021
ATC000646,doi:10.1016/j.ceramint.2022.06.128,2022
ATC000647,doi:10.1016/j.microc.2019.104252,2019
ATC000648,doi:10.1016/j.compositesb.2017.09.021,2018
ATC000649,doi:10.1016/j.micpath.2023.106446,2023
ATC000650,doi:10.1016/j.ssc.2023.115302,2023
ATC000651,doi:10.1016/j.bcab.2019.101397,2019
ATC000652,doi:10.1016/j.colsurfb.2010.01.010,2010
ATC000653,doi:10.1016/j.jphotobiol.2018.08.023,2018
ATC000654,doi:10.1016/j.carbpol.2016.02.020,2016
ATC000655,doi:10.1016/j.jhazmat.2020.124031,2021
ATC000656,doi:10.1016/j.chemosphere.2022.137690,2023
ATC000657,doi:10.1016/j.envpol.2017.07.003,2017
ATC000658,doi:10.1016/j.jphotobiol.2023.112649,2023
ATC000659,doi:10.1016/j.bmc.2016.12.024,2017
ATC000660,doi:10.1016/j.mseb.2023.116406,2023
ATC000661,doi:10.1016/j.jhazmat.2009.02.002,2009
ATC000662,doi:10.1016/j.watres.2021.118006,2022
ATC000663,doi:10.1016/j.jcis.2018.09.079,2019
ATC000664,doi:10.1016/j.ijbiomac.2021.11.179,2022
ATC000665,doi:10.1016/j.ibiod.2024.105791,2024
ATC000666,doi:10.1016/j.surfcoat.2019.125021,2019
ATC000667,doi:10.1016/j.msec.2013.01.021,2013
ATC000668,doi:10.1016/j.jcis.2022.06.058,2022
ATC000669,doi:10.1016/j.lfs.2024.122414,2024
ATC000670,doi:10.1016/j.matlet.2018.11.134,2019
ATC000671,doi:10.1016/j.biortech.2021.126006,2021
ATC000672,doi:10.1016/j.carres.2010.08.014,2010
ATC000673,doi:10.1016/j.bcab.2021.101987,2021
ATC000674,doi:10.1016/j.ijbiomac.2022.11.132,2022
ATC000675,doi:10.1016/j.seppur.2020.117872,2021
ATC000676,doi:10.1016/j.carbpol.2012.04.033,2012
ATC000677,doi:10.1016/j.actbio.2016.10.003,2017
ATC000678,doi:10.1016/j.jphotobiol.2022.112450,2022
ATC000679,doi:10.1016/j.msec.2019.109764,2019
ATC000680,doi:10.1016/j.jece.2020.104276,2020
ATC000681,doi:10.1016/j.ijbiomac.2023.127405,2023
ATC000682,doi:10.1016/j.scitotenv.2023.169748,2024
ATC000683,doi:10.1016/j.colsurfa.2009.03.023,2009
ATC000684,doi:10.1016/j.chemosphere.2020.128170,2021
ATC000685,doi:10.1016/j.jfoodeng.2021.110665,2021
ATC000686,doi:10.1016/j.ijbiomac.2020.07.031,2020
ATC000687,doi:10.1016/j.saa.2022.122044,2023
ATC000688,doi:10.1016/j.ceramint.2023.02.111,2023
ATC000689,doi:10.1016/j.lwt.2017.04.003,2017
ATC000690,doi:10.1016/j.nantod.2023.101967,2023
ATC000691,doi:10.1016/j.aquatox.2016.12.013,2017
ATC000692,doi:10.1016/j.impact.2024.100504,2024
ATC000693,doi:10.1016/j.taap.2009.07.019,2009
ATC000694,doi:10.1016/j.msec.2020.111450,2021
ATC000695,doi:10.1016/j.ijpharm.2019.118591,2019
ATC000696,doi:10.1016/j.jphotochem.2013.12.020,2014
ATC000697,doi:10.1016/j.jksus.2023.102906,2023
ATC000698,doi:10.1016/j.bioorg.2020.104194,2020
ATC000699,doi:10.1016/j.ijbiomac.2023.125325,2023
ATC000700,doi:10.1016/j.tsf.2007.11.081,2008
ATC000701,doi:10.1016/j.carbpol.2018.08.001,2018
ATC000702,doi:10.1016/j.ejpb.2016.09.001,2016
ATC000703,doi:10.1016/j.matchemphys.2022.126982,2023
ATC000704,doi:10.1016/j.apsusc.2018.09.164,2019
ATC000705,doi:10.1016/j.msec.2017.02.109,2017
ATC000706,doi:10.1016/j.ijbiomac.2023.127454,2023
ATC000707,doi:10.1016/j.porgcoat.2022.107397,2023
ATC000708,doi:10.1016/j.bios.2016.01.040,2016
ATC000709,doi:10.1016/j.ijbiomac.2022.03.198,2022
ATC000710,doi:10.1016/j.matchemphys.2015.12.017,2016
ATC000711,doi:10.1016/j.watres.2022.118074,2022
ATC000712,doi:10.1016/j.toxlet.2018.02.022,2018
ATC000713,doi:10.1016/j.jhazmat.2021.126316,2021
ATC000714,doi:10.1016/j.aej.2024.03.068,2024
ATC000715,doi:10.1016/j.carbpol.2023.121138,2023
ATC000716,doi:10.1016/j.colsurfb.2017.11.010,2018
ATC000717,doi:10.1016/j.jcis.2021.12.013,2022
ATC000718,doi:10.1016/j.inoche.2023.110692,2023
ATC000719,doi:10.1016/j.surfcoat.2021.126967,2021
ATC000720,doi:10.1016/j.msec.2019.110299,2020
ATC000721,doi:10.1016/j.aca.2022.340141,2022
ATC000722,doi:10.1016/j.colsurfb.2019.04.066,2019
ATC000723,doi:10.1016/j.apcatb.2022.121693,2022
ATC000724,doi:10.1016/j.jcis.2024.02.137,2024
ATC000725,doi:10.1016/j.ijbiomac.2018.01.091,2018
ATC000726,doi:10.1016/j.reactfunctpolym.2022.105249,2022
ATC000727,doi:10.1016/j.snb.2021.131117,2022
ATC000728,doi:10.1016/j.mseb.2022.115978,2022
ATC000729,doi:10.1016/j.ultsonch.2017.12.052,2018
ATC000730,doi:10.1016/j.ecoenv.2014.01.041,2014
ATC000731,doi:10.1016/j.rineng.2023.100998,2023
ATC000732,doi:10.1016/j.molliq.2021.116422,2021
ATC000733,doi:10.1016/j.bcab.2021.101994,2021
ATC000734,doi:10.1016/j.matlet.2017.02.111,2017
ATC000735,doi:10.1016/j.envres.2023.118004,2024
ATC000736,doi:10.1016/j.jphotobiol.2016.11.015,2017
ATC000737,doi:10.1016/j.mseb.2023.116582,2023
ATC000738,doi:10.1016/j.ecoenv.2015.09.028,2016
ATC000739,doi:10.1016/j.mtcomm.2022.105083,2023
ATC000740,doi:10.1016/j.matchar.2010.01.006,2010
ATC000741,doi:10.1016/j.arabjc.2015.08.008,2017
ATC000742,doi:10.1016/j.cej.2023.147323,2023
ATC000743,doi:10.1016/j.envexpbot.2022.104783,2022
ATC000744,doi:10.1016/j.chemosphere.2013.07.023,2013
ATC000745,doi:10.1016/j.mtcomm.2022.104348,2022
ATC000746,doi:10.1016/j.jclepro.2024.141692,2024
ATC000747,doi:10.1016/j.carbpol.2013.10.041,2014
ATC000748,doi:10.1016/j.mimet.2019.05.007,2019
ATC000749,doi:10.1016/j.ijbiomac.2019.05.049,2019
ATC000750,doi:10.1016/j.inoche.2021.109030,2021
ATC000751,doi:10.1016/j.matchemphys.2019.122052,2020
ATC000752,doi:10.1016/j.aquaculture.2013.10.024,2014
ATC000753,doi:10.1016/j.inoche.2024.112086,2024
ATC000754,doi:10.1016/j.biomaterials.2013.10.077,2014
ATC000755,doi:10.1016/j.bios.2024.116227,2024
ATC000756,doi:10.1016/j.inoche.2023.111225,2023
ATC000757,doi:10.1016/j.etap.2023.104238,2023
ATC000758,doi:10.1016/j.talanta.2017.06.056,2017
ATC000759,doi:10.1016/j.carbpol.2015.03.082,2015
ATC000760,doi:10.1016/j.compositesb.2021.109240,2021
ATC000761,doi:10.1016/j.polymdegradstab.2023.110347,2023
ATC000762,doi:10.1016/j.matchemphys.2021.125648,2022
ATC000763,doi:10.1016/j.clay.2022.106512,2022
ATC000764,doi:10.1016/j.cej.2013.05.018,2013
ATC000765,doi:10.1016/j.colsurfb.2020.111342,2020
ATC000766,doi:10.1016/j.molliq.2021.115548,2021
ATC000767,doi:10.1016/j.ijpharm.2015.09.043,2016
ATC000768,doi:10.1016/j.msec.2015.08.018,2016
ATC000769,doi:10.1016/j.aej.2024.02.042,2024
ATC000770,doi:10.1016/j.lwt.2012.03.027,2012
ATC000771,doi:10.1016/j.mimet.2021.106403,2022
ATC000772,doi:10.1016/j.buildenv.2022.109402,2022
ATC000773,doi:10.1016/j.scitotenv.2018.02.047,2018
ATC000774,doi:10.1016/j.apcatb.2015.11.032,2016
ATC000775,doi:10.1016/j.aquatox.2014.04.003,2014
ATC000776,doi:10.1016/j.atmosenv.2013.09.018,2013
ATC000777,doi:10.1016/j.porgcoat.2018.12.012,2019
ATC000778,doi:10.1016/j.msec.2015.11.070,2016
ATC000779,doi:10.1016/j.toxicon.2009.07.015,2010
ATC000780,doi:10.1016/j.bios.2008.06.023,2008
ATC000781,doi:10.1016/j.apsusc.2023.156528,2023
ATC000782,doi:10.1016/j.snb.2024.135645,2024
ATC000783,doi:10.1016/j.jhazmat.2018.12.025,2019
ATC000784,doi:10.1016/j.jddst.2019.101305,2019
ATC000785,doi:10.1016/j.surfin.2021.101453,2021
ATC000786,doi:10.1016/j.aca.2017.05.022,2017
ATC000787,doi:10.1016/j.chemosphere.2022.135717,2022
ATC000788,doi:10.1016/j.carbpol.2014.06.050,2014
ATC000789,doi:10.1016/j.bbamem.2020.183360,2020
ATC000790,doi:10.1016/j.jallcom.2016.12.120,2017
ATC000791,doi:10.1016/j.jallcom.2021.162177,2022
ATC000792,doi:10.1016/j.saa.2021.119964,2021
ATC000793,doi:10.1016/j.msec.2020.110669,2020
ATC000794,doi:10.1016/j.mtsust.2024.100760,2024
ATC000795,doi:10.1016/j.bioorg.2023.106786,2023
ATC000796,doi:10.1016/j.nano.2011.06.001,2012
ATC000797,doi:10.1016/j.chemosphere.2020.128872,2021
ATC000798,doi:10.1016/j.inoche.2023.111279,2023
ATC000799,doi:10.1016/j.bioelechem.2016.06.001,2016
ATC000800,doi:10.1016/j.sjbs.2020.05.011,2020
ATC000801,doi:10.1016/j.colsurfb.2016.05.008,2016
ATC000802,doi:10.1016/j.molstruc.2024.137636,2024
ATC000803,doi:10.1016/j.fuel.2023.129467,2024
ATC000804,doi:10.1016/j.ijbiomac.2024.130048,2024
ATC000805,doi:10.1016/j.mtchem.2023.101481,2023
ATC000806,doi:10.1016/j.jcrysgro.2023.127548,2024
ATC000807,doi:10.1016/j.foodhyd.2023.108783,2023
ATC000808,doi:10.1016/j.apsusc.2014.11.113,2015
ATC000809,doi:10.1016/j.bioorg.2021.105550,2022
ATC000810,doi:10.1016/j.foodchem.2021.129208,2021
ATC000811,doi:10.1016/j.measurement.2016.07.048,2016
ATC000812,doi:10.1016/j.ijbiomac.2018.05.205,2018
ATC000813,doi:10.1016/j.apt.2017.02.014,2017
ATC000814,doi:10.1016/j.ceramint.2012.11.099,2013
ATC000815,doi:10.1016/j.micpath.2018.03.048,2018
ATC000816,doi:10.1016/j.matchemphys.2023.128268,2023
ATC000817,doi:10.1016/j.jfoodeng.2022.111362,2023
ATC000818,doi:10.1016/j.jddst.2022.103153,2022
ATC000819,doi:10.1016/j.apsusc.2018.06.041,2018
ATC000820,doi:10.1016/j.heliyon.2022.e09726,2022
ATC000821,doi:10.1016/j.mseb.2023.116437,2023
ATC000822,doi:10.1016/j.matdes.2024.112809,2024
ATC000823,doi:10.1016/j.cej.2023.147054,2023
ATC000824,doi:10.1016/j.ijbiomac.2023.123489,2023
ATC000825,doi:10.1016/j.indcrop.2023.116255,2023
ATC000826,doi:10.1016/j.ijbiomac.2019.07.185,2019
ATC000827,doi:10.1016/j.lwt.2024.116273,2024
ATC000828,doi:10.1016/j.carbpol.2010.08.062,2011
ATC000829,doi:10.1016/j.msec.2014.05.004,2014
ATC000830,doi:10.1016/j.carres.2010.03.019,2010
ATC000831,doi:10.1016/j.nano.2019.102016,2019
ATC000832,doi:10.1016/j.ijbiomac.2017.07.136,2017
ATC000833,doi:10.1016/j.indcrop.2024.118290,2024
ATC000834,doi:10.1016/j.foodchem.2023.137203,2024
ATC000835,doi:10.1016/j.msec.2021.112493,2021
ATC000836,doi:10.1016/j.apt.2021.04.024,2021
ATC000837,doi:10.1016/j.carbpol.2014.03.044,2014
ATC000838,doi:10.1016/j.foodchem.2023.137552,2024
ATC000839,doi:10.1016/j.colsurfb.2015.10.031,2015
ATC000840,doi:10.1016/j.carbpol.2010.07.032,2011
ATC000841,doi:10.1016/j.jhazmat.2022.129354,2022
ATC000842,doi:10.1016/j.seppur.2024.127005,2024
ATC000843,doi:10.1016/j.jddst.2020.101982,2020
ATC000844,doi:10.1016/j.apmt.2019.07.001,2019
ATC000845,doi:10.1016/j.carbpol.2020.117610,2021
ATC000846,doi:10.1016/j.energy.2016.06.017,2016
ATC000847,doi:10.1016/j.jhazmat.2020.122415,2020
ATC000848,doi:10.1016/j.pnsc.2020.06.003,2020
ATC000849,doi:10.1016/j.msec.2016.04.109,2016
ATC000850,doi:10.1016/j.matchemphys.2015.08.022,2015
ATC000851,doi:10.1016/j.jksus.2020.08.028,2020
ATC000852,doi:10.1016/j.scitotenv.2019.01.275,2019
ATC000853,doi:10.1016/j.jclepro.2021.125922,2021
ATC000854,doi:10.1016/j.apsusc.2023.158026,2023
ATC000855,doi:10.1016/j.ceramint.2010.08.039,2011
ATC000856,doi:10.1016/j.jallcom.2023.172556,2024
ATC000857,doi:10.1016/j.jcis.2021.06.051,2021
ATC000858,doi:10.1016/j.vaccine.2016.05.004,2016
ATC000859,doi:10.1016/j.pnsc.2015.05.004,2015
ATC000860,doi:10.1016/j.scitotenv.2017.01.153,2017
ATC000861,doi:10.1016/j.apsusc.2019.144449,2020
ATC000862,doi:10.1016/j.chemosphere.2021.131167,2021
ATC000863,doi:10.1016/j.jiec.2017.06.027,2017
ATC000864,doi:10.1016/j.indcrop.2023.116500,2023
ATC000865,doi:10.1016/j.ejmech.2009.05.024,2009
ATC000866,doi:10.1016/j.ijbiomac.2023.129159,2024
ATC000867,doi:10.1016/j.bioadv.2023.213701,2024
ATC000868,doi:10.1016/j.ijbiomac.2023.123587,2023
ATC000869,doi:10.1016/j.jconrel.2022.12.002,2023
ATC000870,doi:10.1016/j.bioadv.2022.212728,2022
ATC000871,doi:10.1016/j.bioorg.2023.106552,2023
ATC000872,doi:10.1016/j.carbpol.2021.118654,2021
ATC000873,doi:10.1016/j.chphi.2023.100239,2023
ATC000874,doi:10.1016/j.envpol.2013.07.001,2013
ATC000875,doi:10.1016/j.saa.2014.02.087,2014
ATC000876,doi:10.1016/j.carbpol.2017.08.087,2017
ATC000877,doi:10.1016/j.colsurfb.2023.113671,2024
ATC000878,doi:10.1016/j.fpsl.2020.100531,2020
ATC000879,doi:10.1016/j.desal.2023.116940,2023
ATC000880,doi:10.1016/j.ijbiomac.2023.126334,2023
ATC000881,doi:10.1016/j.jcis.2021.07.048,2021
ATC000882,doi:10.1016/j.polymer.2020.123155,2021
ATC000883,doi:10.1016/j.molstruc.2023.136399,2023
ATC000884,doi:10.1016/j.ijleo.2021.168275,2022
ATC000885,doi:10.1016/j.ijpharm.2016.12.022,2017
ATC000886,doi:10.1016/j.foodres.2020.109143,2020
ATC000887,doi:10.1016/j.jcis.2017.06.089,2017
ATC000888,doi:10.1016/j.jddst.2021.102607,2021
ATC000889,doi:10.1016/j.actbio.2016.07.038,2016
ATC000890,doi:10.1016/j.envpol.2008.10.018,2009
ATC000891,doi:10.1016/j.buildenv.2022.109970,2023
ATC000892,doi:10.1016/j.rechem.2023.101289,2024
ATC000893,doi:10.1016/j.jscs.2023.101623,2023
ATC000894,doi:10.1016/j.chemosphere.2022.136636,2022
ATC000895,doi:10.1016/j.rechem.2023.101196,2023
ATC000896,doi:10.1016/j.foodhyd.2020.106468,2021
ATC000897,doi:10.1016/j.aqrep.2023.101635,2023
ATC000898,doi:10.1016/j.snb.2022.133169,2023
ATC000899,doi:10.1016/j.ijpharm.2023.123067,2023
ATC000900,doi:10.1016/j.carbpol.2018.08.047,2019
ATC000901,doi:10.1016/j.cej.2023.146877,2023
ATC000902,doi:10.1016/j.msec.2022.112649,2022
ATC000903,doi:10.1016/j.poly.2009.06.059,2009
ATC000904,doi:10.1016/j.supflu.2023.105901,2023
ATC000905,doi:10.1016/j.msec.2020.111039,2020
ATC000906,doi:10.1016/j.jhazmat.2023.132124,2023
ATC000907,doi:10.1016/j.aquatox.2023.106471,2023
ATC000908,doi:10.1016/j.ecoenv.2021.112018,2021
ATC000909,doi:10.1016/j.carbon.2014.09.010,2014
ATC000910,doi:10.1016/j.saa.2014.01.136,2014
ATC000911,doi:10.1016/j.matlet.2018.11.090,2019
ATC000912,doi:10.1016/j.cej.2021.130007,2021
ATC000913,doi:10.1016/j.plaphy.2024.108646,2024
ATC000914,doi:10.1016/j.jmmm.2013.01.004,2013
ATC000915,doi:10.1016/j.memsci.2012.02.060,2012
ATC000916,doi:10.1016/j.taap.2008.12.006,2009
ATC000917,doi:10.3168/jds.2011-4161,2011
ATC000918,doi:10.1016/j.matchemphys.2023.128174,2023
ATC000919,doi:10.1016/j.ijpharm.2021.121309,2022
